id,price,rooms,bathrooms,square_meters,zone,city,price_per_m2
375,320000,8,3,260,Córdoba,Colon,1231
376,320000,8,3,420,Córdoba,Colon,762
377,340000,4,2,270,Córdoba,Colon,1259
378,350000,7,3,170,Córdoba,Colon,2059
379,360000,6,3,362,Córdoba,Colon,994
380,380000,10,3,469,Córdoba,Colon,810
381,380000,5,2,250,Córdoba,Colon,1520
382,450000,6,3,300,Córdoba,Colon,1500
383,450000,3,3,480,Córdoba,Colon,938
384,460000,5,2,420,Córdoba,Colon,1095
385,460000,6,2,260,Córdoba,Colon,1769
386,480000,5,2,351,Córdoba,Colon,1368
387,490000,8,3,135,Córdoba,Colon,3630
388,649000,4,4,500,Córdoba,Colon,1298
389,800000,8,4,680,Córdoba,Colon,1176
390,57900,5,2,260,Córdoba,Córdoba,223
391,75000,8,2,140,Córdoba,Córdoba,536
392,79999,4,2,238,Córdoba,Córdoba,336
393,88000,12,3,190,Córdoba,Córdoba,463
394,125000,6,2,132,Córdoba,Córdoba,947
395,129000,9,3,200,Córdoba,Córdoba,645
396,142000,3,1,105,Córdoba,Córdoba,1352
397,149000,6,2,258,Córdoba,Córdoba,578
398,150000,5,2,149,Córdoba,Córdoba,1007
399,155000,5,1,90,Córdoba,Córdoba,1722
400,169000,5,2,179,Córdoba,Córdoba,944
401,173900,7,3,228,Córdoba,Córdoba,763
402,175000,5,2,266,Córdoba,Córdoba,658
403,189000,5,1,157,Córdoba,Córdoba,1204
404,190000,10,2,130,Córdoba,Córdoba,1462
405,195000,8,2,350,Córdoba,Córdoba,557
406,195000,4,2,125,Córdoba,Córdoba,1560
407,207995,4,2,171,Córdoba,Córdoba,1216
408,230000,5,2,188,Córdoba,Córdoba,1223
409,230000,8,4,300,Córdoba,Córdoba,767
410,240000,14,3,294,Córdoba,Córdoba,816
411,250000,4,2,210,Córdoba,Córdoba,1190
412,250000,6,3,178,Córdoba,Córdoba,1404
413,260000,4,4,277,Córdoba,Córdoba,939
414,275000,5,2,211,Córdoba,Córdoba,1303
415,285000,6,3,287,Córdoba,Córdoba,993
416,295000,5,2,170,Córdoba,Córdoba,1735
417,320000,7,4,359,Córdoba,Córdoba,891
418,320000,6,2,180,Córdoba,Córdoba,1778
419,320000,3,3,223,Córdoba,Córdoba,1435
420,325000,12,4,386,Córdoba,Córdoba,842
421,350000,7,2,208,Córdoba,Córdoba,1683
422,380000,6,3,300,Córdoba,Córdoba,1267
423,390000,5,2,230,Córdoba,Córdoba,1696
424,390000,7,3,347,Córdoba,Córdoba,1124
425,420000,15,4,438,Córdoba,Córdoba,959
426,476000,7,4,337,Córdoba,Córdoba,1412
427,630000,12,4,422,Córdoba,Córdoba,1493
428,640000,4,4,426,Córdoba,Córdoba,1502
429,650000,12,4,450,Córdoba,Córdoba,1444
430,670000,4,4,356,Córdoba,Córdoba,1882
431,700000,7,3,420,Córdoba,Córdoba,1667
432,700000,15,4,564,Córdoba,Córdoba,1241
433,910000,4,4,562,Córdoba,Córdoba,1619
434,930000,9,4,450,Córdoba,Córdoba,2067
435,40000,2,1,181,Córdoba,Punilla,221
436,46500,4,1,118,Córdoba,Punilla,394
437,49900,6,2,130,Córdoba,Punilla,384
438,55000,4,1,90,Córdoba,Punilla,611
439,59999,8,1,155,Córdoba,Punilla,387
440,63500,2,2,73,Córdoba,Punilla,870
441,64999,3,1,687,Córdoba,Punilla,95
442,67000,2,1,55,Córdoba,Punilla,1218
443,69500,5,1,140,Córdoba,Punilla,496
444,72900,4,1,68,Córdoba,Punilla,1072
445,73500,3,1,80,Córdoba,Punilla,919
446,74500,3,1,50,Córdoba,Punilla,1490
447,74999,4,1,86,Córdoba,Punilla,872
448,75000,3,1,116,Córdoba,Punilla,647
449,80000,3,2,120,Córdoba,Punilla,667
450,83000,2,2,127,Córdoba,Punilla,654
451,88000,3,1,103,Córdoba,Punilla,854
452,90000,7,2,146,Córdoba,Punilla,616
453,94000,3,2,116,Córdoba,Punilla,810
454,97000,6,2,124,Córdoba,Punilla,782
455,110000,6,3,324,Córdoba,Punilla,340
456,120000,3,2,140,Córdoba,Punilla,857
457,124999,5,1,88,Córdoba,Punilla,1420
458,125000,2,1,80,Córdoba,Punilla,1562
459,125000,4,1,120,Córdoba,Punilla,1042
460,134900,6,2,210,Córdoba,Punilla,642
461,135000,3,2,83,Córdoba,Punilla,1627
462,135000,5,1,145,Córdoba,Punilla,931
463,138000,4,2,108,Córdoba,Punilla,1278
464,140000,5,3,167,Córdoba,Punilla,838
465,148000,3,1,116,Córdoba,Punilla,1276
466,150000,5,2,180,Córdoba,Punilla,833
467,163000,4,2,158,Córdoba,Punilla,1032
468,189000,4,2,200,Córdoba,Punilla,945
469,190000,5,3,180,Córdoba,Punilla,1056
470,198000,3,1,130,Córdoba,Punilla,1523
471,200000,7,2,170,Córdoba,Punilla,1176
472,225000,6,3,289,Córdoba,Punilla,779
473,225000,6,3,289,Córdoba,Punilla,779
474,249000,12,5,250,Córdoba,Punilla,996
475,255000,4,2,150,Córdoba,Punilla,1700
476,275000,5,1,285,Córdoba,Punilla,965
477,284000,9,3,222,Córdoba,Punilla,1279
478,370000,8,3,295,Córdoba,Punilla,1254
479,378000,6,3,681,Córdoba,Punilla,555
480,429000,12,5,241,Córdoba,Punilla,1780
481,440000,8,2,350,Córdoba,Punilla,1257
482,45000,3,2,80,Córdoba,Santa Maria,562
483,98000,6,2,157,Córdoba,Santa Maria,624
484,108000,4,2,120,Córdoba,Santa Maria,900
485,125000,4,1,193,Córdoba,Santa Maria,648
486,159000,7,3,255,Córdoba,Santa Maria,624
487,171000,3,2,135,Córdoba,Santa Maria,1267
488,185000,3,3,150,Córdoba,Santa Maria,1233
489,195000,4,3,140,Córdoba,Santa Maria,1393
490,215000,5,2,148,Córdoba,Santa Maria,1453
491,240000,5,3,130,Córdoba,Santa Maria,1846
492,240000,3,2,127,Córdoba,Santa Maria,1890
493,260000,6,2,230,Córdoba,Santa Maria,1130
494,268000,11,2,140,Córdoba,Santa Maria,1914
495,275000,5,2,185,Córdoba,Santa Maria,1486
496,280000,6,4,220,Córdoba,Santa Maria,1273
497,280000,5,2,188,Córdoba,Santa Maria,1489
498,280000,7,2,285,Córdoba,Santa Maria,982
499,280000,5,3,211,Córdoba,Santa Maria,1327
500,285000,4,2,175,Córdoba,Santa Maria,1629
501,285000,4,3,178,Córdoba,Santa Maria,1601
502,290000,6,3,224,Córdoba,Santa Maria,1295
503,290000,4,3,218,Córdoba,Santa Maria,1330
504,299000,4,3,221,Córdoba,Santa Maria,1353
505,315000,6,2,320,Córdoba,Santa Maria,984
506,325000,3,2,255,Córdoba,Santa Maria,1275
507,337000,6,4,280,Córdoba,Santa Maria,1204
508,337000,6,3,280,Córdoba,Santa Maria,1204
509,355000,9,3,258,Córdoba,Santa Maria,1376
510,360000,5,2,370,Córdoba,Santa Maria,973
511,370000,7,3,310,Córdoba,Santa Maria,1194
512,380000,5,4,344,Córdoba,Santa Maria,1105
513,449000,4,2,200,Córdoba,Santa Maria,2245
514,475000,6,3,296,Córdoba,Santa Maria,1605
515,480000,6,1,180,Córdoba,Santa Maria,2667
516,590000,8,4,440,Córdoba,Santa Maria,1341
517,600000,7,3,500,Córdoba,Santa Maria,1200
518,790000,4,2,300,Córdoba,Santa Maria,2633
519,72000,4,1,70,Córdoba,Villa Carlos Paz,1029
520,80000,3,1,70,Córdoba,Villa Carlos Paz,1143
521,80000,5,1,112,Córdoba,Villa Carlos Paz,714
522,89000,4,2,98,Córdoba,Villa Carlos Paz,908
523,95000,3,1,110,Córdoba,Villa Carlos Paz,864
524,114900,6,2,176,Córdoba,Villa Carlos Paz,653
525,115000,4,2,115,Córdoba,Villa Carlos Paz,1000
526,120000,3,2,150,Córdoba,Villa Carlos Paz,800
527,123000,3,1,110,Córdoba,Villa Carlos Paz,1118
528,130000,5,2,95,Córdoba,Villa Carlos Paz,1368
529,135000,4,1,143,Córdoba,Villa Carlos Paz,944
530,135000,4,1,163,Córdoba,Villa Carlos Paz,828
531,135000,6,2,110,Córdoba,Villa Carlos Paz,1227
532,136000,3,2,146,Córdoba,Villa Carlos Paz,932
533,138000,6,2,130,Córdoba,Villa Carlos Paz,1062
534,140000,6,3,254,Córdoba,Villa Carlos Paz,551
535,158000,4,1,138,Córdoba,Villa Carlos Paz,1145
536,160000,4,2,190,Córdoba,Villa Carlos Paz,842
537,160000,5,2,190,Córdoba,Villa Carlos Paz,842
538,160000,7,2,175,Córdoba,Villa Carlos Paz,914
539,165000,4,2,171,Córdoba,Villa Carlos Paz,965
540,170000,6,3,180,Córdoba,Villa Carlos Paz,944
541,174000,4,2,155,Córdoba,Villa Carlos Paz,1123
542,187000,6,2,170,Córdoba,Villa Carlos Paz,1100
543,188000,6,3,185,Córdoba,Villa Carlos Paz,1016
544,210000,6,3,187,Córdoba,Villa Carlos Paz,1123
545,215000,3,3,200,Córdoba,Villa Carlos Paz,1075
546,220000,10,3,158,Córdoba,Villa Carlos Paz,1392
547,225000,6,2,167,Córdoba,Villa Carlos Paz,1347
548,230000,2,3,240,Córdoba,Villa Carlos Paz,958
549,235000,14,3,390,Córdoba,Villa Carlos Paz,603
550,240000,7,6,389,Córdoba,Villa Carlos Paz,617
551,250000,6,3,300,Córdoba,Villa Carlos Paz,833
552,255000,7,2,220,Córdoba,Villa Carlos Paz,1159
553,259500,9,3,250,Córdoba,Villa Carlos Paz,1038
554,264000,3,2,255,Córdoba,Villa Carlos Paz,1035
555,289000,6,3,299,Córdoba,Villa Carlos Paz,967
556,295000,4,3,379,Córdoba,Villa Carlos Paz,778
557,300000,6,3,264,Córdoba,Villa Carlos Paz,1136
558,330000,8,3,202,Córdoba,Villa Carlos Paz,1634
559,350000,8,3,309,Córdoba,Villa Carlos Paz,1133
560,639000,12,4,590,Córdoba,Villa Carlos Paz,1083
561,650000,12,4,513,Córdoba,Villa Carlos Paz,1267
562,950000,10,6,590,Córdoba,Villa Carlos Paz,1610
563,1250000,7,6,629,Córdoba,Villa Carlos Paz,1987
564,58000,3,1,80,GBA Norte,Escobar,725
565,58000,2,1,80,GBA Norte,Escobar,725
566,79000,2,4,710,GBA Norte,Escobar,111
567,98000,5,2,115,GBA Norte,Escobar,852
568,104900,5,2,130,GBA Norte,Escobar,807
569,115000,4,2,82,GBA Norte,Escobar,1402
570,115000,4,2,85,GBA Norte,Escobar,1353
571,125000,3,1,120,GBA Norte,Escobar,1042
572,150000,10,4,380,GBA Norte,Escobar,395
573,155000,4,2,140,GBA Norte,Escobar,1107
574,175000,4,3,180,GBA Norte,Escobar,972
575,176000,5,2,175,GBA Norte,Escobar,1006
576,180000,3,1,125,GBA Norte,Escobar,1440
577,185000,4,2,138,GBA Norte,Escobar,1341
578,190000,6,2,165,GBA Norte,Escobar,1152
579,200000,7,6,320,GBA Norte,Escobar,625
580,225000,4,3,140,GBA Norte,Escobar,1607
581,227000,5,4,260,GBA Norte,Escobar,873
582,240000,4,2,135,GBA Norte,Escobar,1778
583,255000,5,4,235,GBA Norte,Escobar,1085
584,270000,4,2,147,GBA Norte,Escobar,1837
585,290000,5,4,208,GBA Norte,Escobar,1394
586,290000,5,3,436,GBA Norte,Escobar,665
587,298000,4,4,175,GBA Norte,Escobar,1703
588,299000,5,3,184,GBA Norte,Escobar,1625
589,299000,6,4,252,GBA Norte,Escobar,1187
590,300000,5,4,160,GBA Norte,Escobar,1875
591,337000,4,4,250,GBA Norte,Escobar,1348
592,349000,8,6,240,GBA Norte,Escobar,1454
593,365000,4,4,175,GBA Norte,Escobar,2086
594,379000,5,3,200,GBA Norte,Escobar,1895
595,379500,5,3,207,GBA Norte,Escobar,1833
596,380000,5,3,290,GBA Norte,Escobar,1310
597,390000,5,4,200,GBA Norte,Escobar,1950
598,580000,6,5,450,GBA Norte,Escobar,1289
599,619000,6,5,314,GBA Norte,Escobar,1971
600,620000,7,5,291,GBA Norte,Escobar,2131
601,950000,5,4,280,GBA Norte,Escobar,3393
602,65000,4,1,80,GBA Norte,General San Martin,812
603,80000,4,2,103,GBA Norte,General San Martin,777
604,85000,4,2,118,GBA Norte,General San Martin,720
605,85000,3,1,100,GBA Norte,General San Martin,850
606,95000,4,2,135,GBA Norte,General San Martin,704
607,96900,3,2,100,GBA Norte,General San Martin,969
608,100000,3,1,80,GBA Norte,General San Martin,1250
609,105000,3,2,90,GBA Norte,General San Martin,1167
610,105000,4,1,131,GBA Norte,General San Martin,802
611,109000,3,1,67,GBA Norte,General San Martin,1627
612,114000,4,2,160,GBA Norte,General San Martin,712
613,115000,4,3,70,GBA Norte,General San Martin,1643
614,116999,3,1,80,GBA Norte,General San Martin,1462
615,120000,3,1,116,GBA Norte,General San Martin,1034
616,125000,3,1,95,GBA Norte,General San Martin,1316
617,129000,7,2,159,GBA Norte,General San Martin,811
618,135000,4,2,170,GBA Norte,General San Martin,794
619,139000,6,2,170,GBA Norte,General San Martin,818
620,140000,5,2,120,GBA Norte,General San Martin,1167
621,145000,5,3,250,GBA Norte,General San Martin,580
622,148000,4,2,102,GBA Norte,General San Martin,1451
623,149999,3,1,103,GBA Norte,General San Martin,1456
624,150000,8,4,230,GBA Norte,General San Martin,652
625,155000,3,1,70,GBA Norte,General San Martin,2214
626,160000,5,3,86,GBA Norte,General San Martin,1860
627,170000,6,2,320,GBA Norte,General San Martin,531
628,174900,4,2,200,GBA Norte,General San Martin,874
629,175000,4,3,120,GBA Norte,General San Martin,1458
630,180000,4,1,145,GBA Norte,General San Martin,1241
631,185000,5,3,311,GBA Norte,General San Martin,595
632,185000,3,2,163,GBA Norte,General San Martin,1135
633,209000,4,2,183,GBA Norte,General San Martin,1142
634,210000,4,1,120,GBA Norte,General San Martin,1750
635,210000,4,2,103,GBA Norte,General San Martin,2039
636,210000,7,4,300,GBA Norte,General San Martin,700
637,210000,6,3,159,GBA Norte,General San Martin,1321
638,240000,4,3,151,GBA Norte,General San Martin,1589
639,260000,4,2,185,GBA Norte,General San Martin,1405
640,289000,6,3,182,GBA Norte,General San Martin,1588
641,290000,4,1,163,GBA Norte,General San Martin,1779
642,293000,5,2,232,GBA Norte,General San Martin,1263
643,314900,4,2,192,GBA Norte,General San Martin,1640
644,350000,5,3,300,GBA Norte,General San Martin,1167
645,400000,4,5,342,GBA Norte,General San Martin,1170
646,450000,5,4,353,GBA Norte,General San Martin,1275
647,55000,3,1,62,GBA Norte,Malvinas Argentina,887
648,60000,5,1,110,GBA Norte,Malvinas Argentina,545
649,63000,3,1,80,GBA Norte,Malvinas Argentina,788
650,81500,5,2,112,GBA Norte,Malvinas Argentina,728
651,82000,3,1,88,GBA Norte,Malvinas Argentina,932
652,85000,3,1,75,GBA Norte,Malvinas Argentina,1133
653,110000,6,3,170,GBA Norte,Malvinas Argentina,647
654,115000,6,2,80,GBA Norte,Malvinas Argentina,1438
655,124900,4,1,232,GBA Norte,Malvinas Argentina,538
656,125000,4,2,133,GBA Norte,Malvinas Argentina,940
657,129900,3,1,85,GBA Norte,Malvinas Argentina,1528
658,130000,4,2,140,GBA Norte,Malvinas Argentina,929
659,140000,4,2,220,GBA Norte,Malvinas Argentina,636
660,140000,4,2,90,GBA Norte,Malvinas Argentina,1556
661,145000,5,3,120,GBA Norte,Malvinas Argentina,1208
662,167000,4,1,165,GBA Norte,Malvinas Argentina,1012
663,230000,4,2,251,GBA Norte,Malvinas Argentina,916
664,240000,6,3,200,GBA Norte,Malvinas Argentina,1200
665,249000,4,2,146,GBA Norte,Malvinas Argentina,1705
666,265000,7,3,422,GBA Norte,Malvinas Argentina,628
667,270000,5,1,200,GBA Norte,Malvinas Argentina,1350
668,290000,5,5,180,GBA Norte,Malvinas Argentina,1611
669,290000,4,2,200,GBA Norte,Malvinas Argentina,1450
670,290000,6,4,171,GBA Norte,Malvinas Argentina,1696
671,299000,5,3,262,GBA Norte,Malvinas Argentina,1141
672,299000,6,3,240,GBA Norte,Malvinas Argentina,1246
673,320000,4,2,189,GBA Norte,Malvinas Argentina,1693
674,320000,4,3,193,GBA Norte,Malvinas Argentina,1658
675,320000,5,4,240,GBA Norte,Malvinas Argentina,1333
676,355000,4,2,280,GBA Norte,Malvinas Argentina,1268
677,430000,10,4,200,GBA Norte,Malvinas Argentina,2150
678,450000,5,4,290,GBA Norte,Malvinas Argentina,1552
679,450000,6,5,290,GBA Norte,Malvinas Argentina,1552
680,520000,6,4,301,GBA Norte,Malvinas Argentina,1728
681,795000,6,3,355,GBA Norte,Malvinas Argentina,2239
682,850000,7,3,486,GBA Norte,Malvinas Argentina,1749
683,1350000,8,4,550,GBA Norte,Malvinas Argentina,2455
684,1400000,9,6,483,GBA Norte,Malvinas Argentina,2899
685,2500000,6,6,900,GBA Norte,Malvinas Argentina,2778
686,2500000,10,6,950,GBA Norte,Malvinas Argentina,2632
687,49000,4,1,80,GBA Norte,Pilar,612
688,75000,4,1,60,GBA Norte,Pilar,1250
689,89000,5,3,120,GBA Norte,Pilar,742
690,125000,4,2,175,GBA Norte,Pilar,714
691,130000,3,2,66,GBA Norte,Pilar,1970
692,149000,4,1,113,GBA Norte,Pilar,1319
693,150000,4,2,113,GBA Norte,Pilar,1327
694,150000,4,3,135,GBA Norte,Pilar,1111
695,153000,3,3,107,GBA Norte,Pilar,1430
696,158000,3,1,76,GBA Norte,Pilar,2079
697,165000,4,3,127,GBA Norte,Pilar,1299
698,175000,4,2,100,GBA Norte,Pilar,1750
699,180000,6,2,116,GBA Norte,Pilar,1552
700,180000,2,1,53,GBA Norte,Pilar,3396
701,195000,4,3,150,GBA Norte,Pilar,1300
702,198000,4,4,327,GBA Norte,Pilar,606
703,198000,4,3,160,GBA Norte,Pilar,1238
704,199950,4,2,175,GBA Norte,Pilar,1143
705,205000,3,3,146,GBA Norte,Pilar,1404
706,223000,4,3,162,GBA Norte,Pilar,1377
707,225000,5,3,145,GBA Norte,Pilar,1552
708,238000,4,3,130,GBA Norte,Pilar,1831
709,265000,6,3,280,GBA Norte,Pilar,946
710,279000,5,4,193,GBA Norte,Pilar,1446
711,290000,7,4,314,GBA Norte,Pilar,924
712,290000,4,3,200,GBA Norte,Pilar,1450
713,290000,5,4,226,GBA Norte,Pilar,1283
714,290000,2,2,154,GBA Norte,Pilar,1883
715,340000,5,4,200,GBA Norte,Pilar,1700
716,345000,4,3,187,GBA Norte,Pilar,1845
717,350000,7,4,217,GBA Norte,Pilar,1613
718,430000,4,2,205,GBA Norte,Pilar,2098
719,490000,4,3,178,GBA Norte,Pilar,2753
720,505000,5,6,315,GBA Norte,Pilar,1603
721,595000,5,4,257,GBA Norte,Pilar,2315
722,680000,4,3,260,GBA Norte,Pilar,2615
723,690000,6,5,288,GBA Norte,Pilar,2396
724,760000,7,6,600,GBA Norte,Pilar,1267
725,1050000,7,3,471,GBA Norte,Pilar,2229
726,2400000,10,6,532,GBA Norte,Pilar,4511
727,45000,3,1,58,GBA Norte,San Fernando,776
728,119000,3,2,144,GBA Norte,San Fernando,826
729,120000,3,2,84,GBA Norte,San Fernando,1429
730,125000,3,1,104,GBA Norte,San Fernando,1202
731,138000,5,2,140,GBA Norte,San Fernando,986
732,140000,3,2,90,GBA Norte,San Fernando,1556
733,141000,3,1,90,GBA Norte,San Fernando,1567
734,155000,4,1,106,GBA Norte,San Fernando,1462
735,155000,4,2,109,GBA Norte,San Fernando,1422
736,165000,4,1,120,GBA Norte,San Fernando,1375
737,180000,6,3,189,GBA Norte,San Fernando,952
738,190000,5,2,144,GBA Norte,San Fernando,1319
739,200000,4,1,116,GBA Norte,San Fernando,1724
740,205000,5,2,155,GBA Norte,San Fernando,1323
741,210000,3,2,169,GBA Norte,San Fernando,1243
742,215000,4,2,114,GBA Norte,San Fernando,1886
743,220000,4,2,176,GBA Norte,San Fernando,1250
744,229990,4,1,114,GBA Norte,San Fernando,2017
745,240000,4,2,144,GBA Norte,San Fernando,1667
746,240000,4,1,180,GBA Norte,San Fernando,1333
747,250000,4,1,200,GBA Norte,San Fernando,1250
748,255000,5,1,161,GBA Norte,San Fernando,1584
749,260000,5,2,220,GBA Norte,San Fernando,1182
750,265000,4,3,137,GBA Norte,San Fernando,1934
751,270000,4,2,139,GBA Norte,San Fernando,1942
752,275000,5,3,203,GBA Norte,San Fernando,1355
753,280000,4,2,177,GBA Norte,San Fernando,1582
754,285000,5,3,249,GBA Norte,San Fernando,1145
755,290000,8,4,200,GBA Norte,San Fernando,1450
756,290000,5,2,120,GBA Norte,San Fernando,2417
757,295000,6,3,178,GBA Norte,San Fernando,1657
758,295000,5,1,201,GBA Norte,San Fernando,1468
759,320000,5,2,128,GBA Norte,San Fernando,2500
760,325000,3,3,197,GBA Norte,San Fernando,1650
761,370000,5,3,303,GBA Norte,San Fernando,1221
762,395000,6,3,250,GBA Norte,San Fernando,1580
763,420000,6,3,168,GBA Norte,San Fernando,2500
764,465000,5,5,238,GBA Norte,San Fernando,1954
765,480000,6,2,200,GBA Norte,San Fernando,2400
766,650000,5,3,181,GBA Norte,San Fernando,3591
767,680000,10,5,500,GBA Norte,San Fernando,1360
768,1100000,8,4,416,GBA Norte,San Fernando,2644
769,1149000,5,2,455,GBA Norte,San Fernando,2525
770,1149000,5,3,457,GBA Norte,San Fernando,2514
771,1180000,6,4,407,GBA Norte,San Fernando,2899
772,1400000,6,4,491,GBA Norte,San Fernando,2851
773,100000,4,2,220,GBA Norte,San Isidro,455
774,105000,3,1,80,GBA Norte,San Isidro,1312
775,140000,3,1,105,GBA Norte,San Isidro,1333
776,149900,5,2,118,GBA Norte,San Isidro,1270
777,155000,3,1,87,GBA Norte,San Isidro,1782
778,170000,8,2,131,GBA Norte,San Isidro,1298
779,170000,4,2,220,GBA Norte,San Isidro,773
780,180000,4,2,130,GBA Norte,San Isidro,1385
781,180000,4,2,140,GBA Norte,San Isidro,1286
782,189000,3,2,116,GBA Norte,San Isidro,1629
783,199000,4,2,150,GBA Norte,San Isidro,1327
784,200000,4,1,64,GBA Norte,San Isidro,3125
785,205000,6,3,216,GBA Norte,San Isidro,949
786,205000,5,2,180,GBA Norte,San Isidro,1139
787,235000,3,2,97,GBA Norte,San Isidro,2423
788,255000,7,2,130,GBA Norte,San Isidro,1962
789,270000,4,2,174,GBA Norte,San Isidro,1552
790,295000,4,1,135,GBA Norte,San Isidro,2185
791,330000,7,4,242,GBA Norte,San Isidro,1364
792,350000,3,1,165,GBA Norte,San Isidro,2121
793,350000,6,2,209,GBA Norte,San Isidro,1675
794,379000,5,5,260,GBA Norte,San Isidro,1458
795,380000,5,3,157,GBA Norte,San Isidro,2420
796,380000,6,3,240,GBA Norte,San Isidro,1583
797,399000,6,2,182,GBA Norte,San Isidro,2192
798,430000,4,2,221,GBA Norte,San Isidro,1946
799,450000,8,5,277,GBA Norte,San Isidro,1625
800,465000,5,3,262,GBA Norte,San Isidro,1775
